,,,,,,
당진자재창고,,KPX,,RTU,,
date,device_id,순방향,역방향,usage,차이,usage / 1000 * 720
2020-05-25 20:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 20:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 21:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 22:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-25 23:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 0:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 1:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 2:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 3:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 4:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 5:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 6:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,48,0,1000,-952,720
2020-05-26 6:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,192,0,0,192,0
2020-05-26 6:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,528,0,2924,-2396,2105.28
2020-05-26 6:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1152,0,2076,-924,1494.72
2020-05-26 6:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1104,0,2000,-896,1440
2020-05-26 6:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,960,0,2000,-1040,1440
2020-05-26 6:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1152,0,3000,-1848,2160
2020-05-26 6:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1584,0,3000,-1416,2160
2020-05-26 6:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1152,0,3000,-1848,2160
2020-05-26 6:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1728,0,3000,-1272,2160
2020-05-26 6:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1392,0,3933,-2541,2831.76
2020-05-26 6:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1680,0,3994,-2314,2875.68
2020-05-26 7:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1968,0,5000,-3032,3600
2020-05-26 7:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2496,0,5000,-2504,3600
2020-05-26 7:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2640,0,5997,-3357,4317.84
2020-05-26 7:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2928,0,5002,-2074,3601.44
2020-05-26 7:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2160,0,5999,-3839,4319.28
2020-05-26 7:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,3552,0,8929,-5377,6428.88
2020-05-26 7:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4080,0,8069,-3989,5809.68
2020-05-26 7:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,3648,0,7938,-4290,5715.36
2020-05-26 7:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4176,0,11002,-6826,7921.44
2020-05-26 7:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,5136,0,9997,-4861,7197.84
2020-05-26 7:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4944,0,12911,-7967,9295.92
2020-05-26 7:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,6240,0,10079,-3839,7256.88
2020-05-26 8:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4848,0,10001,-5153,7200.72
2020-05-26 8:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4464,0,8019,-3555,5773.68
2020-05-26 8:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,3888,0,8997,-5109,6477.84
2020-05-26 8:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4560,0,12901,-8341,9288.72
2020-05-26 8:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,6384,0,12162,-5778,8756.64
2020-05-26 8:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,5520,0,12853,-7333,9254.16
2020-05-26 8:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,6096,0,8069,-1973,5809.68
2020-05-26 8:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,4032,0,13937,-9905,10034.64
2020-05-26 8:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,7440,0,13060,-5620,9403.2
2020-05-26 8:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,6576,0,17796,-11220,12813.12
2020-05-26 8:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,7968,0,10355,-2387,7455.6
2020-05-26 8:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,7680,0,19712,-12032,14192.64
2020-05-26 9:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,10848,0,22014,-11166,15850.08
2020-05-26 9:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,12480,0,25056,-12576,18040.32
2020-05-26 9:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,9936,0,15923,-5987,11464.56
2020-05-26 9:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,8928,0,21939,-13011,15796.08
2020-05-26 9:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,10320,0,22910,-12590,16495.2
2020-05-26 9:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,10320,0,23017,-12697,16572.24
2020-05-26 9:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,11616,0,23022,-11406,16575.84
2020-05-26 9:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,12192,0,10407,1785,7493.04
2020-05-26 9:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1200,0,11623,-10423,8368.56
2020-05-26 9:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,7632,0,28943,-21311,20838.96
2020-05-26 9:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,15264,0,27092,-11828,19506.24
2020-05-26 9:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,13152,0,33716,-20564,24275.52
2020-05-26 10:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,16704,0,40087,-23383,28862.64
2020-05-26 10:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,20496,0,40897,-20401,29445.84
2020-05-26 10:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,20016,0,54099,-34083,38951.28
2020-05-26 10:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,25344,0,54702,-29358,39385.44
2020-05-26 10:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,26352,0,64762,-38410,46628.64
2020-05-26 10:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,33840,0,70184,-36344,50532.48
2020-05-26 10:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,30144,0,68775,-38631,49518
2020-05-26 10:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,37008,0,72037,-35029,51866.64
2020-05-26 10:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,35088,0,77987,-42899,56150.64
2020-05-26 10:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,37584,0,79904,-42320,57530.88
2020-05-26 10:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,38400,0,80059,-41659,57642.48
2020-05-26 10:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,38832,0,80074,-41242,57653.28
2020-05-26 11:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,38112,0,79856,-41744,57496.32
2020-05-26 11:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,38496,0,81983,-43487,59027.76
2020-05-26 11:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,39312,0,82929,-43617,59708.88
2020-05-26 11:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,39888,0,83169,-43281,59881.68
2020-05-26 11:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40464,0,84839,-44375,61084.08
2020-05-26 11:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40320,0,84075,-43755,60534
2020-05-26 11:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40560,0,83900,-43340,60408
2020-05-26 11:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40224,0,85858,-45634,61817.76
2020-05-26 11:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40944,0,84310,-43366,60703.2
2020-05-26 11:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40896,0,87878,-46982,63272.16
2020-05-26 11:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42144,0,86831,-44687,62518.32
2020-05-26 11:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42000,0,88266,-46266,63551.52
2020-05-26 12:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42528,0,88805,-46277,63939.6
2020-05-26 12:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42288,0,84362,-42074,60740.64
2020-05-26 12:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,38688,0,83620,-44932,60206.4
2020-05-26 12:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42096,0,89213,-47117,64233.36
2020-05-26 12:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,43008,0,89785,-46777,64645.2
2020-05-26 12:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42816,0,87230,-44414,62805.6
2020-05-26 12:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,41760,0,85946,-44186,61881.12
2020-05-26 12:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,41664,0,88024,-46360,63377.28
2020-05-26 12:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,42240,0,87972,-45732,63339.84
2020-05-26 12:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,40032,0,17208,22824,12389.76
2020-05-26 12:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 12:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 13:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 13:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 13:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,NA,NA,#VALUE!
2020-05-26 14:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 14:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 14:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 15:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,0,0,0
2020-05-26 16:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,2931,-2931,2110.32
2020-05-26 16:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1968,0,2069,-101,1489.68
2020-05-26 16:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,864,0,1000,-136,720
2020-05-26 16:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,336,0,2923,-2587,2104.56
2020-05-26 16:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1584,0,2077,-493,1495.44
2020-05-26 16:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,624,0,0,624,0
2020-05-26 16:30:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,144,0,0,144,0
2020-05-26 16:35:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,0,0,2923,-2923,2104.56
2020-05-26 16:40:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2016,0,6008,-3992,4325.76
2020-05-26 16:45:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,2976,0,6924,-3948,4985.28
2020-05-26 16:50:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,3888,0,12004,-8116,8642.88
2020-05-26 16:55:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,5520,0,8986,-3466,6469.92
2020-05-26 17:00:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,3648,0,4115,-467,2962.8
2020-05-26 17:05:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1776,0,1040,736,748.8
2020-05-26 17:10:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,624,0,1000,-376,720
2020-05-26 17:15:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,336,0,1931,-1595,1390.32
2020-05-26 17:20:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,864,0,3001,-2137,
2020-05-26 17:25:00,11e54ea2-c45f-477f-b97d-b6f7dc2921a7,1344,0,68,1276,
